lemma,form,frequency
взвинтиться,pf,fin_praet_indic_med,1
взвить,pf,fin_praet_indic_act,1
взвиться,pf,fin_praet_indic_med,17
взвиться,pf,fin_imper_med,3
взвиться,pf,fin_fut_indic_med,2
взвиться,pf,partcp_praet_med,1
взвиться,pf,fin_fut_med,1
взводить,ipf,fin_praet_indic_act,1
взводить,ipf,fin_praes_indic_act,1
взволновать,pf,partcp_praet_pass,52
взволновать,pf,fin_praet_indic_act,11
взволновать,pf,fin_fut_pass,8
взволновать,pf,partcp_praet_act,1
взволновать,pf,ger_praet_act,1
взволноваться,pf,fin_praet_indic_med,7
взвывать,ipf,fin_praet_indic_act,2
взвывать,ipf,partcp_praes_act,1
взвывать,ipf,fin_praes_indic_act,1
взвыть,pf,fin_praet_indic_act,17
взглядывать,ipf,fin_praet_indic_act,15
взглядывать,ipf,fin_praes_indic_act,2
взглядывать,ipf,ger_praes_act,2
взглянуть,pf,fin_praet_indic_act,281
взглянуть,pf,inf_act,75
взглянуть,pf,ger_praet_act,39
взглянуть,pf,fin_imper_act,37
взглянуть,pf,fin_fut_indic_act,20
взглянуть,pf,partcp_praet_act,1
взглянуть,pf,fin_fut_act,1
взгреть,pf,fin_fut_indic_act,1
взгромождать,ipf,inf_act,1
взгромождаться,ipf,fin_praet_indic_med,1
взгромоздить,pf,fin_praet_indic_act,1
взгромоздиться,ipf,ger_praet_med,1
взгромоздиться,pf,fin_praet_indic_med,6
взгромоздиться,pf,ger_praet_med,2
взгромоздиться,pf,partcp_praet_med,1
вздеть,pf,ger_praet_act,1
вздохнуть,pf,fin_praet_indic_act,449
вздохнуть,pf,ger_praet_act,22
вздохнуть,pf,inf_act,16
вздохнуть,pf,fin_fut_indic_act,14
вздохнуть,pf,fin_imper_act,1
вздохнуть,pf,fin_fut_act,1
вздрагивать,ipf,fin_praet_indic_act,66
вздрагивать,ipf,fin_praes_indic_act,15
вздрагивать,ipf,ger_praes_act,7
вздрагивать,ipf,partcp_praes_act,5
вздрагивать,ipf,partcp_praet_act,1
вздрагивать,ipf,inf_act,1
вздрогнуть,pf,fin_praet_indic_act,111
вздрогнуть,pf,ger_praet_act,5
вздрогнуть,pf,fin_fut_indic_act,5
вздрогнуть,pf,inf_act,3
вздрогнуть,pf,partcp_praet_act,1
вздувать,ipf,fin_praet_indic_act,2
вздуваться,ipf,fin_praet_indic_med,7
вздуваться,ipf,inf_med,3
вздуть,pf,partcp_praet_pass,6
вздуть,pf,fin_praet_indic_act,3
вздуться,pf,fin_praet_indic_med,9
вздуться,pf,partcp_praet_med,2
вздыбить,pf,partcp_praet_pass,3
вздыбить,pf,fin_praet_indic_act,1
вздыбиться,pf,fin_praet_indic_med,3
вздыбиться,pf,partcp_praet_med,3
вздыбиться,pf,fin_fut_indic_med,1
вздыбиться,pf,ger_praet_med,1
вздыхать,ipf,fin_praet_indic_act,52
вздыхать,ipf,fin_praes_indic_act,37
вздыхать,ipf,ger_praes_act,9
вздыхать,ipf,inf_act,8
вздыхать,ipf,partcp_praet_act,1
вздыхать,ipf,fin_fut_act,1
вздыхать,ipf,partcp_praes_act,1
взирать,ipf,ger_praes_act,8
взирать,ipf,fin_praet_indic_act,7
взирать,ipf,fin_praes_indic_act,6
взирать,ipf,fin_imper_act,2
взирать,ipf,inf_act,1
взламывать,ipf,fin_praet_indic_act,3
взламывать,ipf,fin_praes_indic_act,3
взламывать,ipf,inf_act,1
взламывать,ipf,fin_fut_act,1
взламывать,ipf,partcp_praes_act,1
взлезть,pf,fin_praet_indic_act,6
взлелеять,pf,fin_praet_indic_act,3
взлелеять,pf,partcp_praet_pass,2
взлетать,ipf,fin_praes_indic_act,18
взлетать,ipf,fin_praet_indic_act,17
взлетать,ipf,partcp_praes_act,4
взлетать,ipf,inf_act,3
взлетать,ipf,ger_praes_act,2
взлететь,pf,fin_praet_indic_act,47
взлететь,pf,inf_act,6
взлететь,pf,fin_fut_indic_act,6
взлететь,pf,partcp_praet_act,2
взлететь,pf,ger_praet_act,2
взломать,pf,fin_praet_indic_act,9
взломать,pf,inf_act,7
взломать,pf,partcp_praet_pass,4
взломать,pf,fin_fut_pass,2
взломать,pf,ger_praet_act,1
взломать,pf,fin_fut_indic_act,1
взлохматить,pf,partcp_praet_pass,3
взлохматить,pf,fin_fut_indic_act,1
взмаливаться,ipf,fin_praes_indic_med,1
взмахивать,ipf,ger_praes_act,8
взмахивать,ipf,fin_praet_indic_act,5
взмахивать,ipf,fin_praes_indic_act,2
взмахивать,ipf,inf_act,1
взмахнуть,pf,fin_praet_indic_act,35
взмахнуть,pf,inf_act,3
взмахнуть,pf,ger_praet_act,2
взмахнуть,pf,fin_fut_indic_act,2
взмести,pf,partcp_praet_pass,4
взметать,pf,partcp_praet_pass,1
взметнуть,pf,fin_praet_indic_act,6
взметнуть,pf,fin_fut_indic_act,2
взметнуться,pf,fin_praet_indic_med,7
взметнуться,pf,partcp_praet_med,1
взмокать,ipf,fin_praet_indic_act,1
взмокнуть,pf,fin_praet_indic_act,8
взмокнуть,pf,ger_praet_act,1
взмокнуть,pf,partcp_praet_act,1
взмокнуть,pf,fin_fut_indic_act,1
взмолиться,pf,fin_praet_indic_med,42
взмолиться,pf,inf_med,1
взмучивать,ipf,ger_praes_act,1
взмывать,ipf,fin_praet_indic_act,10
взмывать,ipf,fin_praes_indic_act,3
взмывать,ipf,partcp_praes_act,2
взмывать,ipf,ger_praes_act,1
взмылить,pf,partcp_praet_pass,1
взмыть,pf,fin_praet_indic_act,12
взмыть,pf,inf_act,1
взмыть,pf,ger_praet_act,1
взнести,pf,inf_act,1
взнуздать,pf,partcp_praet_pass,1
взнуздать,pf,ger_praet_act,1
взобраться,pf,fin_praet_indic_med,25
взобраться,pf,inf_med,7
взобраться,pf,ger_praet_med,3
взобраться,pf,fin_fut_indic_med,2
взобраться,pf,fin_fut_med,1
взойти,pf,fin_praet_indic_act,38
взойти,pf,fin_fut_indic_act,7
взойти,pf,partcp_praet_act,4
взойти,pf,inf_act,3
взойти,pf,ger_praet_act,2
взойти,pf,fin_imper_act,1
взопреть,pf,fin_praet_indic_act,1
взорвать,pf,fin_praet_indic_act,31
взорвать,pf,inf_act,12
взорвать,pf,partcp_praet_pass,10
взорвать,pf,fin_fut_indic_act,4
взорвать,pf,fin_fut_pass,3
взорвать,pf,partcp_praet_act,2
взорвать,pf,fin_fut_act,2
взорваться,pf,fin_praet_indic_med,52
взорваться,pf,inf_med,9
взорваться,pf,fin_fut_indic_med,5
взорваться,pf,partcp_praet_med,3
взорваться,pf,partcp_praet_act,2
взрастать,ipf,fin_praet_indic_act,1
взрасти,pf,fin_praet_indic_act,1
взрастить,pf,partcp_praet_pass,3
взрастить,pf,inf_act,2
взрастить,pf,fin_praet_indic_act,2
взращивать,ipf,ger_praes_act,2
взращивать,ipf,fin_praet_indic_act,1
взращивать,ipf,fin_praes_indic_act,1
взрезать,pf,fin_praet_indic_act,1
взрослеть,ipf,fin_praes_indic_act,8
взрослеть,ipf,partcp_praes_act,3
взрослеть,ipf,inf_act,2
взрослеть,ipf,fin_praet_indic_act,1
взрывать,ipf,fin_praet_indic_act,6
взрывать,ipf,ger_praes_act,4
взрывать,ipf,inf_act,3
взрывать,ipf,fin_praes_indic_act,3
взрывать,ipf,partcp_praes_act,1
взрываться,ipf,fin_praet_indic_med,9
взрываться,ipf,fin_praes_indic_med,9
взрываться,ipf,partcp_praes_med,2
взрываться,ipf,ger_praes_med,1
взрываться,ipf,inf_med,1
взрыть,pf,fin_fut_indic_act,1
взрыхлить,pf,partcp_praet_pass,4
взрыхлить,pf,fin_praet_indic_act,1
взъерошить,pf,partcp_praet_pass,26
взъерошить,pf,inf_act,2
взъерошить,pf,fin_praet_indic_act,2
взъерошить,pf,fin_fut_pass,1
взъерошиться,pf,fin_praet_indic_med,1
взъесться,pf,fin_praet_indic_med,1
взывать,ipf,fin_praet_indic_act,12
взывать,ipf,fin_praes_indic_act,8
взывать,ipf,inf_act,3
взывать,ipf,fin_fut_act,1
взывать,ipf,ger_praes_act,1
взывать,ipf,partcp_praes_act,1
взыскать,pf,inf_act,9
взыскать,pf,fin_imper_act,9
взыскать,pf,partcp_praet_pass,4
взыскать,pf,fin_fut_indic_act,3
взыскать,pf,fin_praet_indic_act,2
взыскивать,ipf,inf_act,4
взыскивать,ipf,fin_praes_indic_act,1
взыскивать,ipf,ger_praes_act,1
взыскивать,ipf,fin_fut_act,1
взыскиваться,ipf,fin_praes_indic_med,1
видать,ipf,fin_praet_indic_act,64
видать,ipf,inf_act,49
видать,ipf,partcp_praet_act,12
видать,ipf,partcp_praet_pass,11
видать,ipf,fin_fut_pass,2
видать,ipf,fin_fut_act,1
видаться,ipf,fin_praet_indic_med,1
видеть,ipf,fin_praet_indic_act,1927
видеть,ipf,fin_praes_indic_act,1813
видеть,ipf,inf_act,425
видеть,ipf,ger_praes_act,104
видеть,ipf,partcp_praes_pass,38
видеть,ipf,fin_fut_act,29
видеть,ipf,partcp_praet_act,21
видеть,ipf,partcp_praet_pass,11
видеть,ipf,partcp_praes_act,10
видеть,ipf,fin_fut_indic_act,7
видеть,ipf,fin_fut_pass,2
видеть,ipf,ger_praet_act,1
видеть,ipf,fin_imper_act,1
видеться,ipf,fin_praet_indic_med,81
видеться,ipf,fin_praes_indic_med,40
видеться,ipf,inf_med,12
видеться,ipf,partcp_praet_med,1
видоизменить,pf,inf_act,1
видоизмениться,pf,fin_praet_indic_med,1
видоизменять,ipf,inf_act,1
видоизменяться,ipf,fin_praet_indic_med,1
видоизменяться,ipf,fin_praes_indic_med,1
визировать,ipf,inf_act,1
визировать,ipf,fin_praes_indic_act,1
виниться,ipf,fin_praet_indic_med,2
виниться,ipf,ger_praes_med,1
виснуть,ipf,fin_praes_indic_act,4
виснуть,ipf,fin_praet_indic_act,3
виснуть,ipf,partcp_praes_act,1
вить,ipf,inf_act,15
вить,ipf,partcp_praet_pass,3
вить,ipf,fin_praes_indic_act,2
вить,ipf,fin_praet_indic_act,1
вить,ipf,fin_fut_act,1
вкалывать,ipf,fin_praes_indic_act,9
вкалывать,ipf,inf_act,7
вкалывать,ipf,fin_praet_indic_act,7
вкалывать,ipf,fin_imper_act,6
вкалывать,ipf,partcp_praes_act,1
вкалывать,ipf,partcp_praet_act,1
вкалывать,ipf,fin_fut_act,1
вкапывать,ipf,fin_praes_indic_act,3
вкапывать,ipf,inf_act,1
вкатить,pf,fin_praet_indic_act,6
вкатить,pf,inf_act,1
вкатиться,pf,fin_praet_indic_med,2
вкатиться,pf,ger_praet_med,1
вкатывать,ipf,fin_praet_indic_act,1
вкатываться,ipf,fin_praes_indic_med,1
вкладывать,ipf,inf_act,27
вкладывать,ipf,fin_praes_indic_act,15
вкладывать,ipf,fin_praet_indic_act,11
вкладывать,ipf,ger_praes_act,8
вкладывать,ipf,fin_imper_act,3
вкладывать,ipf,partcp_praes_pass,1
вклеивать,ipf,fin_praes_indic_act,6
вклеивать,ipf,ger_praes_act,1
вклеить,pf,partcp_praet_pass,2
вклеить,pf,fin_praet_indic_act,1
вклеить,pf,ger_praet_act,1
вклинивать,ipf,fin_praet_indic_act,1
вклиниться,pf,fin_praet_indic_med,4
вклиниться,pf,inf_med,1
вклиниться,pf,fin_fut_med,1
включать,ipf,fin_praes_indic_act,146
включать,ipf,partcp_praes_act,70
включать,ipf,inf_act,42
включать,ipf,fin_praet_indic_act,42
включать,ipf,partcp_praet_act,6
включать,ipf,fin_fut_act,6
включать,ipf,fin_imper_act,5
включать,ipf,partcp_praes_pass,4
включать,ipf,fin_praes_indic_pass,1
включать,ipf,ger_praes_act,1
включать,ipf,fin_fut_indic_act,1
включаться,ipf,fin_praes_indic_med,40
включаться,ipf,inf_med,9
включаться,ipf,fin_praet_indic_med,6
включить,pf,fin_praet_indic_act,106
включить,pf,partcp_praet_pass,97
включить,pf,inf_act,46
включить,pf,fin_fut_pass,29
включить,pf,ger_praet_act,10
включить,pf,fin_fut_indic_act,9
включить,pf,fin_imper_act,8
включить,pf,partcp_praet_act,2
включить,pf,fin_fut_act,1
включиться,pf,fin_praet_indic_med,20
включиться,pf,inf_med,5
включиться,pf,fin_fut_indic_med,2
включиться,pf,partcp_praet_med,1
включиться,pf,ger_praet_med,1
вколачивать,ipf,fin_praet_indic_act,2
вколачивать,ipf,ger_praes_act,2
вколотить,pf,fin_praet_indic_act,4
вколотить,pf,partcp_praet_pass,2
вколотить,pf,fin_fut_pass,1
вколоть,pf,fin_praet_indic_act,7
вколоть,pf,inf_act,1
вколоть,pf,ger_praet_act,1
вкопать,pf,partcp_praet_pass,12
вкопать,pf,inf_act,2
вкопать,pf,fin_imper_act,1
вкопать,pf,fin_fut_pass,1
вкопать,pf,fin_praet_indic_act,1
вкопать,pf,fin_fut_indic_act,1
вкопаться,pf,inf_med,1
вкрапить,pf,partcp_praet_pass,3
вкрасться,pf,fin_praet_indic_med,4
вкроить,pf,fin_praet_indic_act,1
вкрутить,pf,fin_praet_indic_act,1
вкручивать,ipf,fin_praes_indic_act,3
вкручивать,ipf,inf_act,1
вкручивать,ipf,fin_praet_indic_act,1
вкручиваться,ipf,fin_praet_indic_med,1
вкусить,pf,partcp_praet_act,5
вкусить,pf,inf_act,3
вкусить,pf,fin_praet_indic_act,2
вкусить,pf,ger_praet_act,1
вкусить,pf,fin_fut_indic_act,1
вкушать,ipf,partcp_praes_act,3
вкушать,ipf,fin_praes_indic_act,2
вкушать,ipf,inf_act,1
влагать,ipf,fin_praet_indic_act,1
влажнеть,ipf,fin_praes_indic_act,1
вламываться,ipf,inf_med,1
вламываться,ipf,fin_praes_indic_med,1
влезать,ipf,fin_praet_indic_act,13
влезать,ipf,fin_praes_indic_act,10
влезать,ipf,inf_act,7
влезать,ipf,ger_praes_act,6
влезать,ipf,partcp_praes_act,3
влезать,ipf,fin_imper_act,1
влезть,pf,fin_praet_indic_act,59
влезть,pf,inf_act,13
влезть,pf,fin_fut_indic_act,10
влезть,pf,fin_imper_act,2
влезть,pf,ger_praet_act,1
влезть,pf,fin_fut_act,1
влепить,pf,fin_praet_indic_act,8
влепить,pf,fin_fut_indic_act,4
влепить,pf,inf_act,1
влепить,pf,ger_praet_act,1
влепиться,pf,fin_praet_indic_med,1
влеплять,ipf,fin_praet_indic_act,1
влетать,ipf,fin_praes_indic_act,9
влетать,ipf,fin_praet_indic_act,7
влетать,ipf,ger_praes_act,5
влетать,ipf,partcp_praes_act,1
влететь,pf,fin_praet_indic_act,31
влететь,pf,fin_fut_indic_act,2
влететь,pf,inf_act,1
влететь,pf,partcp_praet_act,1
влечь,ipf,fin_praes_indic_act,42
влечь,ipf,fin_praet_indic_act,19
влечь,ipf,partcp_praes_act,6
влечь,ipf,partcp_praes_pass,3
влечь,ipf,fin_fut_pass,1
вливать,ipf,inf_act,2
вливать,ipf,fin_praes_indic_act,2
вливать,ipf,fin_imper_act,1
вливать,ipf,fin_praet_indic_act,1
вливаться,ipf,fin_praet_indic_med,3
вливаться,ipf,fin_praes_indic_med,3
вливаться,ipf,inf_med,1
влипнуть,pf,fin_praet_indic_act,6
влипнуть,pf,inf_act,2
влипнуть,pf,fin_fut_indic_act,1
влить,pf,inf_act,17
влить,pf,fin_praet_indic_act,6
влить,pf,fin_imper_act,2
влить,pf,partcp_praet_pass,2
влить,pf,ger_praet_act,1
влить,pf,fin_fut_indic_act,1
влить,pf,fin_fut_pass,1
влить,pf,partcp_praet_act,1
влиться,pf,fin_praet_indic_med,10
влиться,pf,fin_fut_indic_med,2
влиться,pf,inf_med,2
влиться,pf,fin_fut_med,1
влиться,pf,ger_praet_med,1
влиять,ipf,fin_praes_indic_act,75
влиять,ipf,inf_act,22
влиять,ipf,fin_praet_indic_act,17
влиять,ipf,partcp_praes_act,16
влиять,ipf,partcp_praet_act,3
влиять,ipf,ger_praes_act,2
влиять,ipf,fin_fut_act,1
вложить,pf,fin_praet_indic_act,47
вложить,pf,partcp_praet_pass,31
вложить,pf,inf_act,20
вложить,pf,fin_fut_pass,7
вложить,pf,fin_fut_indic_act,6
вложить,pf,partcp_praet_act,3
вложить,pf,fin_imper_act,3
вложить,pf,ger_praet_act,2
вложить,pf,fin_fut_act,1
вломиться,pf,fin_praet_indic_med,4
вломиться,pf,inf_med,1
влопаться,pf,fin_fut_indic_med,1
влопаться,pf,fin_praet_indic_med,1
влопаться,pf,inf_med,1
влюбить,pf,partcp_praet_pass,62
влюбить,pf,fin_fut_pass,9
влюбить,pf,fin_praet_indic_act,4
влюбиться,pf,fin_praet_indic_med,95
влюбиться,pf,inf_med,10
влюбиться,pf,fin_fut_indic_med,3
влюбиться,pf,ger_praet_med,2
влюблять,ipf,fin_praet_indic_act,1
